user,location,tweet,likes,RT,Source,ID,Date
hawks12thmanfan,Here,"RT @simplyawakened: He nails what it’s been like in Oregon with Covid 🤣🙌🏼
(The ENTIRE nations laughs at Oregon!) 
#Portland #Oregon #Portl…",0,86,Twitter for iPhone,1507862457095626752,2022-03-26 23:29:59+00:00
jkransom,"Stamford, UK","RT @JoePajak: Latest estimates from excellent @Join_ZOE study
 
🦠348,032 new symptomatic UK cases of #COVID. Incidence rates calculated wit…",0,8,Twitter for Android,1507862419854479363,2022-03-26 23:29:50+00:00
trueclausefour,Socialist Republic of South Yorkshire,"RT @OffGuardian0: They tried to bring back the spirit of #WWII with #Covid, it didn’t work. Now they’re trying it with #Ukraine.
They want…",0,19,Twitter Web App,1507862399562436615,2022-03-26 23:29:45+00:00
fmparvez1,,"All new interns &amp; residents should review this information on #TB infection. Pre-#COVID, #tuberculosis was the lead… https://t.co/e9561peA1q",1,1,Twitter for iPhone,1507862370802184201,2022-03-26 23:29:38+00:00
preshn9,,RT @JoePajak: UK government won't publish w/e #Covid data; impossible to avoid the conclusion that 'Freedom Day' on 24 Feb 2022 led to viru…,0,10,Twitter for Android,1507862313679867917,2022-03-26 23:29:24+00:00
ItsVanBaby,"Fort Wayne, IN","🔴LIVE - TWITCHH Y U TAKE MY JAMZZZ?!🔴
https://t.co/PJL8y2oNLf #ApexLegends 
#doggo #cam #2020  #apex #twitch… https://t.co/TpOw9sozKe",0,0,StreamElements,1507862125330550789,2022-03-26 23:28:40+00:00
neighbour_kx,"London, England UK ","RT @JoePajak: Latest estimates from excellent @Join_ZOE study
 
🦠348,032 new symptomatic UK cases of #COVID. Incidence rates calculated wit…",0,8,Twitter for Android,1507862081298649103,2022-03-26 23:28:29+00:00
FcovidNft,Metaverse,RT @jf_nft: 👇dROp #nFt &amp; fUCk #cOVId👇,0,115,Twitter for iPhone,1507862050885844995,2022-03-26 23:28:22+00:00
chirontervs,,"RT @drmwarner: Every Wave those in lower income neighbourhoods have died at a higher rate vs. those in rich areas.
We have been told to pe…",0,212,Twitter for Android,1507862030191050754,2022-03-26 23:28:17+00:00
Charlot2409,Ergens op de wereld,"RT @suzantepas: @TheFreeJournal1 @TwitterSupport @TwitterSafety The man in the photo, a well-admired Dutch singer, has not died. Please tak…",0,1,Twitter for Android,1507861966727045121,2022-03-26 23:28:02+00:00
BMKH00089410,,"RT @penelope_pissed: Have you noticed every time they discover a new Covid variant, it’s always much more contagious than the last? And the…",0,24,Twitter Web App,1507861924876517378,2022-03-26 23:27:52+00:00
njoyflyfishing,"Los Angeles, CA",Growth in 7D US Confirmed Covid Cases by County For CO   2022-03-22:  Latest Covid Insights by Our Analytics Team u… https://t.co/Nxqxd5U3Co,1,1,smcapplication,1507861888792612867,2022-03-26 23:27:43+00:00
Lily1Oscar,,RT @JoePajak: UK government won't publish w/e #Covid data; impossible to avoid the conclusion that 'Freedom Day' on 24 Feb 2022 led to viru…,0,10,Twitter Web App,1507861764758773760,2022-03-26 23:27:14+00:00
Viva_La_VidaLV,,RT @AndyBxxx: Most of #Shanghai’s 24 million residents are being provided with free self #COVID tests this weekend as the city battles a se…,0,19,Twitter for Android,1507861682600689671,2022-03-26 23:26:54+00:00
Acie22,,RT @ShaunSummersgil: @richardodurrant Ah the old “#covid is just like a cold now”. Except colds don’t cause blood clots in the lungs which…,0,4,Twitter for iPhone,1507861640456380419,2022-03-26 23:26:44+00:00
ShaggyAlonso86,,"RT @OffGuardian0: They tried to bring back the spirit of #WWII with #Covid, it didn’t work. Now they’re trying it with #Ukraine.
They want…",0,19,Twitter Web App,1507861564535230474,2022-03-26 23:26:26+00:00
chezmoi54,,@ACTBrigitte I want reparations for all the dead Americans #covid #trumptraitor,0,0,Twitter Web App,1507861555840491526,2022-03-26 23:26:24+00:00
duncancragg,London,"RT @OffGuardian0: They tried to bring back the spirit of #WWII with #Covid, it didn’t work. Now they’re trying it with #Ukraine.
They want…",0,19,Twitter Web App,1507861526375550976,2022-03-26 23:26:17+00:00
IDDUChallenge,,Anyone have interesting “things that help u get over long haul #covid “ #LongCovid,0,0,Twitter for iPhone,1507861495530631171,2022-03-26 23:26:09+00:00
AuditiesC,"Montréal, Québec","RT @OffGuardian0: They tried to bring back the spirit of #WWII with #Covid, it didn’t work. Now they’re trying it with #Ukraine.
They want…",0,19,Twitter for iPhone,1507861376601100288,2022-03-26 23:25:41+00:00
jobsviatweet,,"RT @JInfo4us: NOW HIRING!!!!Warehouse Associate – Tampa, FL 33607
https://t.co/igmtgd7M7O
#employment #jobs #hiring #job #jobsearch #recrui…",0,2,Jobs via Tweet,1507861359295401990,2022-03-26 23:25:37+00:00
jobsviatweet,,"RT @JInfo4us: Would you like to generate
https://t.co/TWy64OJqDd
#employment #jobs #hiring #job #jobsearch #recruitment #career #work #care…",0,2,Jobs via Tweet,1507861359265988613,2022-03-26 23:25:37+00:00
njoyflyfishing,"Los Angeles, CA",Growth in 7D US Confirmed Covid Cases by County For CA   2022-03-22:  Latest Covid Insights by Our Analytics Team u… https://t.co/7ckHtXp0Rz,1,1,smcapplication,1507861316299485184,2022-03-26 23:25:27+00:00
SolizJhanneth,,RT @fox5ny: BREAKING: Mayor Eric Adams announces #COVID mandate #exemption for #NYC performers and athletes. Watch his announcement live at…,0,42,Twitter for Android,1507861246086828037,2022-03-26 23:25:10+00:00
markhinks06,"west mids, worcester England","RT @BernieSpofforth: Resist this rubbish!
Deaths are below average for this time of year and Covid cases are falling. 
She’s making a mock…",0,184,Twitter for Android,1507861072090439688,2022-03-26 23:24:28+00:00
njoyflyfishing,"Los Angeles, CA",Growth in 7D US Confirmed Covid Cases by County For CA   2022-03-22:  Latest Covid Insights by Our Analytics Team u… https://t.co/XNDGK9ynr0,1,1,smcapplication,1507860798688817152,2022-03-26 23:23:23+00:00
solusnan1,None,RT @XianJaneway: Disinfo is already circulating that #TaylorHawkings died from the #COVID vaccine: 1/n https://t.co/Kkkip6EKH4,0,4,Twitter for iPhone,1507860755802173440,2022-03-26 23:23:13+00:00
naomhkilda,,RT @BurnetInstitute: Great news! @TheDohertyInst and @MonashUni announce two 🇦🇺 made 2nd-Gen #COVID vaccines to undergo world-first joint P…,0,16,Twitter for Android,1507860747920949253,2022-03-26 23:23:11+00:00
PublicHealthBot,"England, United Kingdom",RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AR   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,PHDS bot mark 2,1507860745551335430,2022-03-26 23:23:11+00:00
elctrccowboy,,"RT @OffGuardian0: They tried to bring back the spirit of #WWII with #Covid, it didn’t work. Now they’re trying it with #Ukraine.
They want…",0,19,Twitter Web App,1507860669537861632,2022-03-26 23:22:52+00:00
PublicHealthBot,"England, United Kingdom",RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AZ   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,PHDS bot mark 2,1507860607286063104,2022-03-26 23:22:38+00:00
Sinistral7,,"RT @OffGuardian0: They tried to bring back the spirit of #WWII with #Covid, it didn’t work. Now they’re trying it with #Ukraine.
They want…",0,19,Twitter Web App,1507860604996014081,2022-03-26 23:22:37+00:00
e_nterdiscipl,,RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AR   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,2,inter discipl,1507860507625144328,2022-03-26 23:22:14+00:00
Boondockfinds,"Kentucky, USA",RT @protoninfo: Experts predict U.S. #COVID-19 cases will rise due to #BA.2 #variant  https://t.co/qZEiXCdxBM,0,3,Twitter Web App,1507860476306276353,2022-03-26 23:22:06+00:00
PublicHealthBot,"England, United Kingdom",RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AZ   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,PHDS bot mark 2,1507860435973939204,2022-03-26 23:21:57+00:00
McBrydeRyan,"Colchester, England",RT @BBCEssex: Colchester Commemorates tonight at @mercurytheatre and comperes Ben &amp; Sonia are getting ready. #covid @sonwatson @BenFryer ht…,0,8,Twitter for iPhone,1507860428768088064,2022-03-26 23:21:55+00:00
globalhealthbot,,RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AR   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,global health bot,1507860359000043527,2022-03-26 23:21:38+00:00
ThedFrom,,RT @moirangus: 🇬🇧Do hope the #Aberdonians don’t fall for this guff. #SNP are getting worried about their position in #Aberdeen leading up t…,0,2,Twitter for Android,1507860347331526656,2022-03-26 23:21:36+00:00
globalhealthbot,,RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AZ   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,global health bot,1507860341765681157,2022-03-26 23:21:34+00:00
globalhealthbot,,RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AZ   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,global health bot,1507860316125904896,2022-03-26 23:21:28+00:00
njoyflyfishing,"Los Angeles, CA",Growth in 7D US Confirmed Covid Cases by County For AR   2022-03-22:  Latest Covid Insights by Our Analytics Team u… https://t.co/gRtQ5kmSPC,1,2,smcapplication,1507860309863645186,2022-03-26 23:21:27+00:00
globalhealthbot,,RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AK   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,2,global health bot,1507860303060611077,2022-03-26 23:21:25+00:00
Boondockfinds,"Kentucky, USA","RT @HelenClarkNZ: For those hoping that Omicron signals end of #COVID, this @NatureRevMicro article is wake-up call: “We argue that the low…",0,126,Twitter Web App,1507860301458378772,2022-03-26 23:21:25+00:00
globalhealthbot,,RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AK   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,global health bot,1507860290007965698,2022-03-26 23:21:22+00:00
tab0612,"Pennsylvania, USA",RT @ImmunizeUnder5s: Hey! Guess what? You don’t have to be a parent to a child under 5 to join us! Right now we need as many voices as we c…,0,5,Twitter for iPhone,1507860283800408064,2022-03-26 23:21:21+00:00
globalhealthbot,,RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AL   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,global health bot,1507860260157014017,2022-03-26 23:21:15+00:00
WebbLowrie,,RT @moirangus: 🇬🇧Do hope the #Aberdonians don’t fall for this guff. #SNP are getting worried about their position in #Aberdeen leading up t…,0,2,Twitter for Android,1507860246055763984,2022-03-26 23:21:12+00:00
jazzmanahn,,RT @swissinfo_en: #Covid-19 numbers are rising again in Switzerland. How does disinformation about the virus spread? It's something @EddaHu…,0,3,Twitter for iPad,1507860243115610117,2022-03-26 23:21:11+00:00
rahulkachhad,"Mumbai, Maharashtra",Zoom has added Twitch integration so you can livestream straight from the app https://t.co/skdZBZgDbj… https://t.co/xGALDigydH,0,0,IFTTT,1507860236413333505,2022-03-26 23:21:09+00:00
PublicHealthBot,"England, United Kingdom",RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AK   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,2,PHDS bot mark 2,1507860197338931208,2022-03-26 23:21:00+00:00
Beneri11,"Scotland, United Kingdom",RT @MrSmileyFace73: @amayh37 @greengoden @andygrabill55 @AndersonAfDMdEP @JustinTrudeau For someone who just berated others for a lack of i…,0,1,Twitter for Android,1507860165919395844,2022-03-26 23:20:52+00:00
PublicHealthBot,"England, United Kingdom",RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AK   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,PHDS bot mark 2,1507860133145157633,2022-03-26 23:20:45+00:00
NVSData,"Melbourne, Victoria",RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AR   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,Data NVS,1507860085707616262,2022-03-26 23:20:33+00:00
NVSData,"Melbourne, Victoria",RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AZ   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,Data NVS,1507860076861739012,2022-03-26 23:20:31+00:00
cryptohackworld,United States,RT @jf_nft: 👇dROp #nFt &amp; fUCk #cOVId👇,0,115,Twitter for Android,1507860068695482378,2022-03-26 23:20:29+00:00
jlheaden,,RT @senseidai: @EliseStefanik Please tell us what you and the #Republicans did to HELP American families. You voted AGAINST bills that woul…,0,122,Twitter for iPhone,1507860050873835522,2022-03-26 23:20:25+00:00
NVSData,"Melbourne, Victoria",RT @njoyflyfishing: Growth in 7D US Confirmed Covid Cases by County For AZ   2022-03-22:  Latest Covid Insights by Our Analytics Team using…,0,3,Data NVS,1507860046050467846,2022-03-26 23:20:24+00:00
Beachygal77,,"@jesflres Both my husband and I were vaccinated and boosted. So far, so good.  NO #Covid. https://t.co/KacH3zw0x3",0,0,Twitter Web App,1507860017168453632,2022-03-26 23:20:17+00:00
moo24652097,,RT @shesryan_nz: Been jabbed..? Make sure you have an #AIDS test as you know... it programs your immune system n’all.. &amp; now they’re saying…,0,1,Twitter Web App,1507859969324257280,2022-03-26 23:20:06+00:00
wltregay,,"RT @cha_myoung: 1/ This is the calm before another #COVID storm in the U.S., which will be worse than it should be due to short-term and ho…",0,7674,Twitter for Android,1507859959912046592,2022-03-26 23:20:03+00:00
Glaven1994,Palm Beach/Elanora,"RT @VerbatimHKG: To those who praise China's quarantine and #COVID policies: in Shanghai, a cancer patient in a lockdown area was not allow…",0,7,Twitter Web App,1507859797642600450,2022-03-26 23:19:25+00:00
telfordvillan,,"RT @BernieSpofforth: Resist this rubbish!
Deaths are below average for this time of year and Covid cases are falling. 
She’s making a mock…",0,184,Twitter Web App,1507859741325803534,2022-03-26 23:19:11+00:00
wagnerlass,,"RT @Dr_PhilippaW: Don’t worry, the PM’s decision to end free #COVID testing next Thursday will sort that!",0,67,Twitter for Android,1507859727820144645,2022-03-26 23:19:08+00:00
njoyflyfishing,"Los Angeles, CA",Growth in 7D US Confirmed Covid Cases by County For AR   2022-03-22:  Latest Covid Insights by Our Analytics Team u… https://t.co/ted1mvUvps,1,3,smcapplication,1507859687487655941,2022-03-26 23:18:58+00:00
moirangus,Somewhere in Bonnie Scotland,🇬🇧Do hope the #Aberdonians don’t fall for this guff. #SNP are getting worried about their position in #Aberdeen lea… https://t.co/GGG68swPTa,2,2,Twitter for iPad,1507859551714005001,2022-03-26 23:18:26+00:00
T773S,,RT @1Bvtr: “Mild” #Omicron #COVID = 12 days head cold and sore throat with exhaustion ending with long COVID #diarrhea. You don’t want “Mil…,0,1,Twitter Web App,1507859474219945988,2022-03-26 23:18:07+00:00
Helen_OC74,,"After a week of #covid joy in the house, how lovely to get out into the #ocean for some #vitaminsea…..#coldwater sw… https://t.co/0ygacbwvCD",0,0,Twitter for iPhone,1507859466141810692,2022-03-26 23:18:06+00:00
TheKrisKato,"Brooklyn, NY","RT @OffGuardian0: They tried to bring back the spirit of #WWII with #Covid, it didn’t work. Now they’re trying it with #Ukraine.
They want…",0,19,Twitter for iPhone,1507859454292803587,2022-03-26 23:18:03+00:00
healthbyjames,"Boston, Ma",New Israeli 2nd &amp; 3rd dose booster study reveals major confounding. As early as 3-4 days a divergence in lines sugg… https://t.co/qE2hLWy03o,0,0,Twitter for iPhone,1507859438715215878,2022-03-26 23:17:59+00:00
ScroggDoggSunv1,,RT @senseidai: @EliseStefanik Please tell us what you and the #Republicans did to HELP American families. You voted AGAINST bills that woul…,0,122,Twitter for iPhone,1507859389914484740,2022-03-26 23:17:47+00:00
telugustop,India,"Vietnam reports 103,126 new Covid-19 cases https://t.co/uSZ9Mwsegt #Coronavirus #COvid #COVID19 #Vietnam Read Full  👇",0,0,dlvr.it,1507859327347945476,2022-03-26 23:17:32+00:00
Petrine05647629,,"RT @ChineseEmbinUK: On supply side of green transition, China is expanding its already large production capacity of renewables equipment. A…",0,2,Petrine,1507859315981438979,2022-03-26 23:17:30+00:00
real_radanne,Omnipresent,"RT @OffGuardian0: They tried to bring back the spirit of #WWII with #Covid, it didn’t work. Now they’re trying it with #Ukraine.
They want…",0,19,Twitter for iPhone,1507859295626477582,2022-03-26 23:17:25+00:00
ForemanNorman2,"Bury, North England","RT @BernieSpofforth: Resist this rubbish!
Deaths are below average for this time of year and Covid cases are falling. 
She’s making a mock…",0,184,Twitter for Android,1507859295009923076,2022-03-26 23:17:25+00:00
njoyflyfishing,"Los Angeles, CA",Growth in 7D US Confirmed Covid Cases by County For AZ   2022-03-22:  Latest Covid Insights by Our Analytics Team u… https://t.co/ChjKkU6Url,1,3,smcapplication,1507859249157660673,2022-03-26 23:17:14+00:00
catrinafeb11,Swindon Wilts,"RT @OrdinaryWalks: There a lots of people who are proud to be British. However, many of those are not very proud of their leader, the lies,…",0,8,Twitter for iPad,1507859209047748614,2022-03-26 23:17:04+00:00
PhuketRadio,"Phuket, Thailand",What is to be done #covid  19 in #HongKong  facing the highest death rates in the #world  while Worldwide the numbe… https://t.co/L21sdmBmVT,0,0,SocialChamp IO ,1507859189896515584,2022-03-26 23:17:00+00:00
PROVEM_WrongRod,,RT @VodkaWardrobe: 'There's a huge ship stuck in the Suez Canal. It’s blocking everything. Everyone is panic buying again because they thin…,0,19,Twitter for iPhone,1507859075039649800,2022-03-26 23:16:32+00:00
